"latitude","longitude"
39.2601,-84.4891
41.5788,-93.6801
42.38,-71.1329
36.1759,-86.8093
29.9468,-90.123
-37.8333,145
-29.9333,-51.1833
47.1278,-122.2534
33.6064,130.4181
42.0167,12.75
52.5227,5.7188
44.3278,-93.2776
31.5273,-110.3607
49.1667,-122.9667
45.4167,9.2667
43.1858,-77.6024
37.6211,-77.6515
51.9191,10.4167
51.2,4.0333
51.6917,4.2173
43.4167,24.6167
52.8462,5.7091
45.7,27.1833
45.3733,21.7092
40.6944,-73.9906
40.3253,-75.9161
43.4167,11.8833
25.7889,-80.2962
44.9292,-72.1919
19.9086,99.8325
53.9631,58.3981
45.5398,10.2229
37.2495,-83.1932
35.68536,139.75309
33.9164,-118.4041
50.8,-1.1333
1.4655,103.7578
38.2907,-76.5221
43.0761,-89.4104
42.2857,-71.8292
43.1005,-77.426
26.85,80.9167
45.1333,11.75
47.9667,13.6167
33.6634,-116.31
30.9,75.85
-22,17
41.3984,2.1741
47.1057,37.5331
40.8333,14.2333
50.1878,8.6632
35.1665,-120.4376
63.1667,75.6167
48.7768,-123.7077
40.7553,-73.9924
-18.9167,-48.3
35.9136,14.4436
41.6932,-8.8329
-31.4135,-64.1811
42.3997,-71.0316
40.9487,-74.2413
53.6401,-3.0141
37.3338,-121.8915
48.1034,19.8052
-36.3072,-60.4484
35.6833,139.55
33.9185,-97.3422
51.4928,-3.2442
50.9318,6.9715
51.5167,-1.7833
57.8135,51.3461
46.85,-71.1833
34.7465,-92.2896
34.1858,131.4714
40.4238,-3.5613
36.7631,3.0506
38.1628,-85.52
39.1588,-75.4941
29.6883,-95.0608
54.8753,69.1628
52.3881,5.2354
56.9972,40.9714
34.0699,-117.9421
37.3744,-121.7582
34.3403,134.0433
-37.95,145
1.6333,111.8333
22,98
40.7588,-73.968
40.7458,-73.639
40.7082,-74.0132
43.05,141.3667
39.6675,20.8508
51.6644,5.3738
49.1483,-123.1469
42.195,-83.165
36.0322,129.365
53.1333,23.15
37.5671,-122.371
30.2678,-97.7426
41.3732,2.0842
56,10
41.327,-92.1689
50.903,18.937
45.7,9.5833
50.6693,2.9897
44.3971,-71.4245
29.3375,47.6581
56.4977,84.9744
30.176,-97.7373
-33.8025,151.2397
42.9106,21.1931
32.8586,-83.6751
40.9354,-77.7831
36.724,126.8082
41.9986,-87.9028
53.6951,17.5661
36.19,44.0089
45.85,26.1833
45.0908,16.3317
30.4805,-87.1997
59.3333,18.05
18.7333,105.65
33.6238,-117.2569
35.7565,-83.9705
-22.5333,-44.1167
50.6764,-120.3399
27.345,119.0131
27.8661,-82.3265
40.3149,-86.8908
53.2007,45.0046
-33.7667,151.2083
33.0347,-96.8134
47.2313,39.7233
47.3946,8.8278
38.8758,-94.5259
49.2869,-122.958
34.418,-118.5662
34.1267,-118.7648
15.85,108.3833
10.65,-61.5167
37.4404,-121.8705
-37.9667,145.1667
53.7667,-2.7167
37.0017,35.3289
43.6565,-79.4079
28.2336,-82.1812
33.7878,-117.8531
48.7872,2.4033
50.572,21.6848
30.0611,57.2914
-41,174
47.4151,19.7441
41.6482,-0.8863
40.2338,-111.6585
10.0739,-69.3228
35.0214,135.7556
54.9849,73.3062
45,25.2667
49.2333,7
51.5005,6.8859
40.5516,-74.4637
53.5089,10.1983
32.9437,35.4361
59.4667,17.9
53.4395,14.5939
-22.4061,-43.6642
46.5577,6.6346
40.1616,-82.6541
48.511,38.6722
38.9667,-0.1833
34.4208,-119.6982
46.5667,26.9
42.9403,-71.4435
-22.7986,-43.3609
17.2632,120.4436
38.8357,-77.3375
47.7833,11.1333
61.6764,50.8099
44.98,-93.2638
22.2769,113.5678
41.8394,23.5
41.0856,23.5497
47.571,-122.7568
-16.5,-68.15
52.8167,-1.4333
48.6167,22.3
47.8167,12.3667
45.75,22.9
-27.4806,-58.8341
24.9878,118.4983
-6.5944,106.7892
35.2271,-80.8431
40.6862,-73.4123
34.0535,-84.0659
43.9,10.6833
46.9041,18.058
20.8561,106.6822
46.3044,16.3378
35.994,-78.8986
41.5497,-72.6531
48.25,11.65
44.3333,10.8333
41.6502,-0.8789
42.5387,-82.9494
49.2848,-123.1228
22.3333,114.25
-25.5167,-49.2167
51.4347,-0.0031
45.4958,12.2441
-23.0333,-45.55
-34.0981,-59.0286
-33.9088,151.1206
-33.8,151.0833
41.7682,-80.9475
41.2292,-80.4244
-33.8667,150.95
53.6539,10.0486
34.7936,126.3886
35.3339,-119.0226
47.4815,8.203
45.8167,26.65
69.9667,23.2417
41.9403,25.5694
54.3608,18.6583
29.6859,-95.3002
16.8248,100.2586
34.4335,-119.5223
32.2541,-110.8785
33.9958,-117.8189
49.4474,44.5259
51.4333,14.25
33.3072,-87.5859
31.2516,34.7863
1.4866,103.3896
36.9376,-85.9463
28.6294,-81.3619
21.4167,106.6
29.5834,-98.3994
7.0731,125.6128
37.4315,47.7874
-6.3433,106.4989
34.2257,-77.9447
26.2785,-80.1168
-22.25,-50.9167
40.869,-73.9023
50.3,8.2667
43.8988,-69.9725
37.498,-122.2672
30.5826,-90.1069
40.1005,-74.7203
43.0302,-88.2153
-22.9609,-44.0402
25.3333,83
42.8175,-75.5483
38.1167,13.3667
4.2333,101.1667
51.15,6.2667
42.6523,-71.3506
42.0884,-87.9806
53.3833,-2.6
35.7757,51.4721
39.7602,-86.3942
46.15,9.9167
49.072,33.4275
33.4148,-111.9093
37.2333,14.5167
44.342,17.2706
51.7862,4.4377
61.2181,-149.9003
32.9914,-96.6645
43.7136,7.2595
2.45,99.7833
43.898,-78.8656
32.8156,34.9892
47.5174,7.6941
41.0753,-73.481
40.7871,-74.3291
43.7439,-116.5828
41.6167,0.6333
35.65,136.0667
50.1405,21.4891
46.0474,39.8251
14,-14
36.7202,-4.4203
59.4833,18.3
25,17
38.7859,-90.7861
36.6205,136.9432
39,71
42.9,71.3667
31.469,-83.5773
37.8833,-4.7667
46.9167,26.9167
39.4896,-119.7492
51.9733,5.6676
49.6333,-114.5
-37.7167,144.8333
52.5058,6.0858
13.8333,-88.9167
40.1095,-88.2123
47.0667,21.9333
50.9333,6.95
37.0594,37.3825
39.5349,-119.7527
-37.8333,145.0333
44.8,10.3333
44.5384,18.6671
20057,38.8933
42.7167,13.6833
42.8138,132.8735
60.3911,5.3247
42.4667,14.2167
48.15,11.5833
51.9167,4.5
29.7709,-95.4072
25.0764,118.0908
52.4667,-1.9167
33.7021,-116.1712
34.0249,-117.8973
34.341,-84.349
3.8077,103.326
42.8833,20.8667
37.709,-122.0885
46.1956,6.1481
16.8697,99.129
14.0135,100.5305
39.2447,-84.3473
15.0343,120.6844
31.4167,73.0833
42.4793,-71.1523
38.7567,30.5433
1,32
35.9344,-86.6781
54.1522,19.4088
45.4168,4.312
-34.9241,138.5687
28.0916,-17.1133
36.2066,36.1572
7.5,134.5
45.5928,12.0506
54.5293,36.2754
-29.5,28.5
39.016,-97.8027
52.747,87.7545
10,49
34.0778,-117.6261
35.5283,-82.5225
32.5333,-117.0167
47.1821,8.4636
36.1288,-95.8711
-33.7965,151.1718
45.6667,63.3333
41.0887,-74.1438
44.6284,-63.596
51.2833,7.7833
46.45,27.6833
30.4066,-87.6836
45.7703,13.3683
41.1163,-74.046
50.6667,17.95
40.691,-75.2793
30.3106,-97.7227
49.3398,18.205
45.5539,19.8028
-29.1689,-51.1785
51.8379,107.7053
-19.9833,-43.85
29.793,-95.3687
51.5181,-0.1262
39.2043,-76.8833
29.6997,-95.5858
48.8718,2.3399
51.8413,6.6242
51.8333,5.8667
50.9833,12.9833
12.3072,76.6497
56.6369,47.8711
33.8417,132.7661
52.3395,10.2492
40.0379,-79.1204
25.3646,49.5653
47.7542,-122.2444
45.8054,3.8134
10.6667,77.0167
50.2,-66.3833
35.2333,137.1
28.6122,-80.8076
49.3972,13.2891
40.7355,-74.1741
40.6224,-79.1454
32.3643,-88.7037
57.7665,40.9269
42.7526,-73.7804
-28.0003,153.4309
-7.7828,110.3608
39.1813,-107.2261
40.4439,-79.9561
30.2908,-81.633
65.4833,21.2
42.3831,-83.0487
37.3649,-83.0581
26.9087,115.7635
37.7742,29.0875
41.0814,-81.519
3.35,101.25
37.1298,-80.4089
49.2857,-123.1142
49.2007,-122.9074
53.7667,9.6
44.3167,23.8
49.2328,28.481
36.3008,-119.7829
40.5439,-3.6357
41.5866,2.3261
47.5172,0.6485
55.9333,23.3167
55.6667,12.5833
34.966,-81.0807
31.78,35.23
50.2649,28.6767
34.0669,-118.3109
-5.7833,-35.2167
-23.1242,-46.5622
52.0925,4.9052
54.6,-1.3
45.5234,-122.6762
6.9319,79.8478
37.735,-122.2088
56.6714,12.8556
40.8449,-73.8434
62.45,6.2
35.0845,-106.6511
45.495,-75.5883
38.6771,-8.4579
40.8217,-74.1574
37.425,-121.946
33.9944,-118.4638
35.7333,139.65
27.8867,-82.5117
38.6167,-1.1167
51.5006,-0.2083
43.2668,-2.9495
38.7167,-9.1333
40.7276,-73.6344
42.3167,-82.9
38.3084,-0.8533
39.3941,-76.9695
35.3007,-85.1807
55.6503,12.4758
35.3812,139.3965
37.7484,-122.4156
34.0995,-117.5808
37.7697,-122.3933
21,57
47.9961,-123.2519
33.4484,-112.074
41.7655,-122.3916
33.6007,73.0679
-12.2833,-66.25
37.8916,-4.7727
34.8889,-81.0237
55.3175,42.1744
49.9807,8.432
20.7167,-103.4
50.8009,6.4788
34.0138,-6.8443
40.3167,9.35
48.8967,2.2567
-32.8908,-68.8272
34.7167,135.3333
38.6657,-90.3231
-22.9333,-46.2833
41.8784,-87.6852
47.6713,19.542
34.008,71.5785
47.3667,8.55
55.3333,86.0833
49.9873,8.2965
45.5307,4.6213
50.2197,18.6507
43.8927,-79.2641
13,105
28.5143,-81.4429
36.1659,-86.7844
47.3593,8.1024
-23.4333,-45.0667
33.8778,-117.5344
38.1496,-79.0717
13.6882,101.0716
37.7974,-121.216
45.5423,-73.5616
33.9782,-117.904
3.1333,101.6333
45.3176,-75.895
55.9041,37.5606
54.9158,37.4111
41.6733,-83.6044
40.7855,-111.7367
34.4833,135.4333
48.4294,39.1456
50.1377,8.1338
47.0667,15.45
47.25,11.45
40.0112,-76.2514
38.6164,-121.4962
40.7395,-73.7939
41.9674,-73.4321
40.738,-81.097
26.6292,-81.9432
38.8265,-77.0863
-26.3,-48.8333
25.9388,-80.2144
40.1147,-74.7794
-29.7667,-55.7667
-23.6,-46.5667
-33.9,18.55
40.7573,-82.579
25.1842,-80.3791
64.136,-21.9203
39.7,3.4333
47.7887,-116.7112
45.4127,-75.6742
51.8272,107.6063
-6.6983,107.2753
47.6104,-122.2007
49.9155,20.4614
41.7949,-87.9709
39.9943,-74.7918
58.0796,55.7552
-7.2492,112.7508
38.7405,-77.5621
51.4346,6.7858
48.8,2.3
36.3692,115.0539
40.7686,-74.0199
48.0478,37.9258
41.7263,1.8258
48.463,35.039
37.3419,127.8993
34.2969,48.8235
-34.5239,-58.7794
57.1833,26.75
46.0553,14.5144
41.0667,17.0833
52.35,5.6333
60.9344,76.5531
41.9909,-88.3201
27.9987,-82.5156
42.6442,-73.2463
52.2873,8.9243
50.9164,128.4773
5.3097,-4.0127
53.421,-1.3173
51.1,4.5167
-8.7667,-63.9
38.6263,-121.2466
20059,38.8933
-37.9833,145.0667
41.904,-71.5266
50.0833,14.4667
48.4525,-68.5232
35.2617,-81.1485
53.0859,8.8549
43.5287,-5.6666
6.2681,100.4217
50.0372,22.0049
40.7317,-73.9885
47.6871,19.2824
39.3335,-83.0168
43.5453,-5.9038
49.9658,16.9789
51.5711,46.0567
12.5167,-70.0333
41.8903,23.4792
43.6392,-79.4058
40.9189,-74.1943
33.4223,-111.8226
-23.4167,-51.9167
12.5667,-70.0167
-24.1833,-46.7833
30.0889,-98.478
40.1,121.9833
37.4536,126.7317
18.5392,-72.335
34.3963,132.4594
39.8301,-105.0345
44.8333,-0.5667
51.05,3.7167
51.6165,7.3853
52.0975,23.6878
32.8073,-117.1324
33.7866,-118.2987
58.5967,49.6601
40.7627,-73.3227
52.978,18.1038
38.25,140.8833
61.0833,72.7
5.4112,100.3354
35.4699,-80.8801
41.9844,2.8211
52.0582,-0.8164
43.7797,-79.4156
40.7561,-111.8837
47.5584,-65.6565
40.3898,-76.3175
3.2333,101.6667
45.6713,-122.6604
-20.2667,-40.4167
2.9451,101.7735
14.6042,120.9822
33.0812,-96.8133
35.5403,139.4508
20076,38.8933
-25.8408,28.1761
12.4333,-69.9
51.3078,-0.7678
42.4328,25.6419
39.0837,-94.5838
45.8833,22.9
44.5614,25.9489
54.5142,9.5524
39.4143,-77.4105
40.0754,-76.3189
39.9649,-83.1383
29.8327,-95.6627
45.4833,11.75
17.4833,-88.1833
-23.6667,-46.5167
35.3471,-120.4553
51.447,7.0381
43.5674,-83.8221
14.459,120.929
56.625,23.2786
40.0721,-74.2069
30.475,-92.422
44.9994,-93.297
22.4167,87.7
40.6419,-74.387
13.1737,100.9311
45.5333,-73.1667
49.4839,0.8762
40.7209,-74.0468
41.2349,-96.049
35.7209,-95.4725
30.2672,-97.7431
25.7806,-80.1826
34.1905,-119.23
35.6931,139.9833
9.9333,78.1167
-22.0167,-47.9
43.6858,-79.7602
50.1157,8.6799
55.678,37.2777
43.2,24.1667
34.5833,135.4667
-29.1333,26.2
35.0371,-97.2563
37.3874,-121.9024
37.3486,-121.951
-8.9,-36.4833
51.0167,0.05
33.972,-79.5753
34.7984,-77.3592
30.3246,-81.6851
-6.9932,110.4203
31.2622,-89.2723
42.0039,-87.9703
33.5097,126.5219
37.8668,-122.2536
47.45,26.3
62.0339,129.7331
31.3256,75.5792
45.5333,10.9167
41.8824,-87.6376
53.2366,21.4619
6.6388,100.4234
-23.3,-51.15
40.8163,-73.8621
39.8413,-74.9375
47.4643,8.9667
39.9523,-75.1638
37.9876,-122.1532
30.2853,-91.7987
41.4167,1.7833
42.05,25.6
-28.0167,153.4
48.638,35.2455
28.5663,-81.2608
52.2,0.1167
36.1425,-81.1635
37.2292,-77.2518
32.9729,119.5111
35.2406,-89.8436
-33.3358,-60.2252
22.8,86.1833
30.2643,-97.7138
30.3747,76.1486
35.9954,-78.9019
52.3099,9.8108
40.8889,-74.0119
2.0442,102.5689
53.5687,8.5741
45.5703,11.5742
37.3236,126.8219
19.8833,75.3333
26.8833,76.3333
34.0092,-118.1083
49.8119,18.2553
-23.5167,-46.1833
26.4667,80.35
51.4224,5.5718
35.8869,14.4025
44.9833,7.4667
-23.5333,-46.3667
36.0726,-79.792
55.8333,-4.25
53.5682,-113.4822
37.8591,-122.4852
33.4811,-117.2261
43.5892,-79.7239
2.3,111.8167
40.9263,-90.6713
22.3667,114.1
49.7878,9.9361
40.8447,-74.4781
-31.0198,-64.0652
41.1078,121.1417
45.4129,-75.6901
36.643,-4.6873
21.3,70.25
15.4802,120.5979
36.7496,-3.876
51.0443,13.6738
55.3553,11.2471
38.3358,-81.6123
16.7,74.2167
43.7833,23.7333
29.6516,-82.3248
69.45,20.15
61.5,23.75
36.0833,140.1167
35.1667,33.3667
41.2833,16.4167
32.7734,-94.9889
35.0027,-85.224
40.8399,-73.9422
42.8706,-71.6124
34.2371,-87.5876
53.5598,-1.4952
51.5175,6.8332
29.2808,-96.0768
4.5841,101.0829
32.7153,-117.1573
49.8167,1.8333
40.6534,-80.0795
35,136.25
59.25,17.7833
40.0483,-85.6855
8.9667,-79.5333
46.7832,17.695
47.6606,-122.2919
32.8326,-96.8467
56.1292,53.3703
34.5342,-82.7167
-34.7025,-58.3955
10.0333,105.7833
41.8649,-87.9014
41.4803,-96.4728
19.9833,73.8
48.8333,2.5167
37.219,-93.3176
55.7333,24.35
41.52,-88.2017
61.2333,73.3333
5.3909,100.4104
50.0061,20.9553
51.6667,8.35
35.9086,139.4853
56.7333,37.1667
34.738,-77.0803
40.9086,-74.1521
34.4272,-79.3723
-0.5,117.15
40.6363,-7.8377
34.4,132.45
38.7807,-81.8208
-34.5417,-58.6153
3.25,73
47.4426,19.3644
37.23,-88.7139
34.7167,135.4167
42.3218,-71.635
-7.55,-34.9833
34.9769,138.3831
5.4649,100.2817
45.4133,-122.4992
37.4625,-122.2405
-20.3167,-40.35
45.45,11
7.4167,-80.9167
46.8,-71.25
33.7002,-116.3364
35.1293,-118.511
40.933,-74.0177
52.0833,4.3
53.347,18.5691
-23.6667,-46.45
35.7833,139.9
15.4859,120.9665
38.797,-94.4492
33.9869,-117.6555
-33.9642,151.0991
40.8885,-82.6396
40.7,14.4833
43.5139,16.4558
27.7052,68.8574
55.1389,-118.773
46.2558,6.0848
46.9541,142.736
31.6693,34.5715
47.6597,-117.4291
37.3042,-122.0946
52.5496,-1.3856
37.3697,-122.0214
43.0858,25.6556
53.5953,10.0122
16.25,-61.5833
39.8502,-75.1895
-27.4705,153.0793
65.0167,25.4667
37.5,15.1
17.6833,75.9167
47.3677,37.0985
40.4763,-86.9571
12.9819,80.2406
34.0091,-84.0088
43.3493,-3.01
37.8714,32.4846
-2.8833,-78.9833
44.45,26.2
45.1833,25.2833
37.2808,49.5832
51.342,12.375
60.3567,34.5359
49.2488,5.0676
39.6384,-104.9058
49.9721,20.4268
40.7229,-73.8424
37.5742,-84.27
43.1833,27.4333
-23.5167,-46.8333
32.4667,35
42.35,-3.7
33.9335,-84.3972
32.7897,130.7417
33.9935,-81.074
51.021,13.7679
-22.25,-47.8167
43.1518,-77.5852
-23.0833,-47.2333
15.147,120.5889
33.8748,-118.2406
47.9917,37.7759
37.7556,128.8961
36.1113,-115.2791
51.5256,6.8517
55.3935,10.3949
47.1807,9.0497
26.8878,114.5261
55.9512,49.2283
39.9872,-74.1601
56.5167,21.0167
44.9892,41.1234
-6.2349,106.9896
45.4167,9.2333
48.1853,-121.6778
21.05,75.7667
43.4665,-80.5023
33.3386,44.3939
33.0706,-116.8372
49.1701,-123.1438
8.9667,-79.55
50.4111,80.2275
-6,35
24.1667,-110.3
52.2667,8.0725
41.6757,26.5587
-34.6558,-58.6584
36.8667,14.7667
50.8237,6.2675
41.1245,-83.1212
40.728,-73.9453
40.7432,-75.2242
30.3119,-95.4561
43.4125,23.225
27.8833,79.9167
26.1167,85.4
43.1155,-79.0916
40.841,-8.4756
44.2233,42.0578
-7.4478,112.7183
45.6947,6.3634
51.0833,-114.0833
-6.1781,106.63
44.85,24.8667
22.8833,-102.6167
41.408,-8.5198
44.7667,10.7833
37.978,-122.0311
33.8768,-117.8931
53.1547,8.1706
51.9667,-0.2167
46.8543,-96.8284
37.1811,33.215
37.7791,-122.2158
57.0099,61.4578
30.628,-96.3344
38.7259,-75.1678
21.7786,87.7536
43.5996,-79.5664
-33.8,151.2833
22.2,113.55
47.2653,8.6606
29.9667,78.1667
16.3,80.45
40.8461,-73.9952
1.55,110.3333
45.1333,24.6833
55.1711,59.6508
49.1289,12.1288
35.7895,-78.8743
-16.7167,-43.8667
42.2541,-77.7907
40.3321,-75.1179
35.7028,115.0053
1.3225,103.9614
46.8667,11.0167
33.8353,-117.9145
41.811,-88.0302
14.6,121.0333
25.6,85.1167
32.0886,34.8722
39.2904,-76.6122
26.2236,78.1792
22.7167,75.8333
38.4188,38.5758
45.4167,-75.7
33.8312,-117.8673
35.325,25.1306
27.4817,94.9028
53.6167,9.3667
48.8709,2.3561
45.2667,25.05
25.1833,75.8333
38.7566,-9.2545
33.9228,-116.5431
42.0089,-4.5331
47.3996,8.5788
35.8997,14.5147
40.8077,-81.973
30.9761,31.1669
23.6,72.4
42.6644,-83.2303
41.6833,12.9167
44.0572,17.4508
-22.3167,-49.0667
19.45,84.2667
30.3322,-81.6556
40.452,-91.4558
23.2406,87.8694
51.3667,12.3833
45.4086,19.8892
3.5833,98.6667
-9.45,-37.7667
42.5,1.5167
48.9833,2.2333
45.0028,-68.6334
28.7058,-81.3475
31.8186,75.2028
16,-24
30.6005,-81.5283
40.4981,-74.6866
27.6764,-97.4937
-22.9021,-43.1303
40.0837,-84.6388
-33.8666,151.2082
29.6283,-95.5624
33.8649,-118.3971
53.6246,55.9501
33.767,-118.1892
5.2818,100.4777
29.6222,-95.327
41.0987,-85.118
40.8156,-73.1181
-23.9667,-46.3833
42.7683,129.3364
40.0402,-75.5332
45.4167,11.8833
40.785,-73.4062
50.4,18.6333
35.9606,-83.9207
48.6998,2.1706
31.1033,77.1722
30.3703,-97.8454
48.3007,4.0852
35.5372,129.3167
42.3,69.6
50.8582,16.5374
48.7194,44.5018
42.3582,-71.0507
41.4514,31.7931
-23.95,-46.3333
43.8564,25.9708
37.5672,-81.5286
43.5992,39.7257
-33.7,151.1
27.5064,-99.5075
42.465,-83.2307
29.9303,-81.5049
42.1292,-80.0851
39.677,-104.9647
32.0806,34.8142
47,15.4
59.1333,37.9
45.85,9.3833
51.4353,7.0352
-33.8197,151.0067
14.6211,-90.5269
43.4981,43.6189
47.5769,8.5262
52.5138,7.3133
36.0277,139.5566
52.265,8.0096
50.5935,17.6543
-19.9167,-44.1
38.2498,48.2933
13.7086,-89.2031
37.2667,15.0167
40.25,-0.75
51.4333,6.75
20.6167,-87.0667
49.5002,14.2117
13.6731,-89.2408
8.7,77.7167
-34.5643,-58.6762
43.7895,-79.3735
18.25,-66.5
28.4333,77.3167
49.7667,-94.4848
52.9651,36.0785
40.8154,-73.6242
52.133,16.2023
27.5,77.6833
42.65,13.7
28.8333,78.7833
41.5091,126.2803
53.155,16.7461
7.3878,3.8964
19.1167,72.8333
10.1806,-68.0039
36.8061,10.1711
-23.45,-46.9167
11.35,77.7333
37.5079,-121.9599
45.6663,12.2421
23.4522,116.0922
45.7333,9.4833
53.9353,28.6434
-27.0833,-52.1333
33.5889,74.1444
40.5021,-75.3765
41.1743,-80.5841
28.4959,-81.2388
44.5833,10.7333
35.1495,-90.049
21.2,83.5833
47.262,9.1247
34.0093,-118.2584
39.5296,-119.8138
30.3392,48.3043
52.0353,5.6777
29.6519,-95.4788
7.8333,98.3833
32.9956,35.1009
10.5167,76.2167
38.1032,-122.6299
41.0667,14.3333
38.8765,-104.8288
18.35,83.2
41.4773,-71.5208
-3.5,30
-32.0537,-61.6007
36.0079,-80.3697
38.679,-9.1569
-7.5164,-63.0222
53.5833,-2.4333
40.8345,-81.3605
30.4224,-88.6527
-6.2611,107.1528
41.4995,-81.6954
32.8339,-96.7715
30.8327,-83.2785
48.112,-1.6743
46.0313,13.2518
53.5,-2.2167
56.1365,40.3966
47.7696,1.6866
34.3667,-118.4775
43.668,18.9756
26.3084,-80.1432
48.8925,2.3444
35.8783,14.4719
-30.2707,30.7594
20.2333,85.8333
45.6167,-73.75
49.2836,-123.1041
-34.8272,-58.3956
39.0495,-94.409
31.7333,-106.4833
42.8142,-73.9396
41.4331,22.0119
49.3808,3.3271
39.6133,-105.0166
37.7156,-122.1602
37.66,-83.9671
47.1901,-119.3074
49.0206,2.3831
41,75
-34.6993,-58.5904
43.6497,-79.3952
35.7174,-86.8926
41.5877,-71.4623
37.7644,30.5522
59.2187,39.8886
20.4167,72.85
37.1512,-87.8691
40.7389,-74.3307
41.5333,26.1333
-21.35,-48.2333
40.7528,-73.9725
40.6443,-8.6455
43.7667,7.65
34.1379,-118.0259
53.6496,-2.9999
63.4167,10.4167
40.9595,-73.8807
45.5497,13.8136
47.4926,-52.8123
34.7386,-76.7677
38.612,27.4265
-23.2,-47.2833
44.276,-88.373
34.675,33.0333
41.7964,-71.4254
56.8833,14.8167
55.6366,51.8245
44.8139,18.2953
45.4038,-71.8853
32.6606,-97.0249
25.957,-80.18
45.1889,-122.7973
48.8574,2.3795
52.9,-0.6333
41.1271,-73.4416
42.0643,-87.9921
40.876,-73.8716
55.0794,38.7783
37.5408,-85.251
51.0857,-114.0714
40.917,38.3874
53.7557,87.1099
-33.8924,150.8813
13.4244,99.9569
36.192,-85.4559
40.2489,-75.1498
-33.8167,151.1833
-37.9167,145.2
46.9967,-95.0898
35.405,116.5814
38.9599,-77.3428
35.4762,-97.5033
49.1333,-1.0833
39.971,-74.8473
8.7333,77.7
31.9165,105.6046
42.4645,-83.3763
51.5847,-0.0159
33.8755,-117.9935
40.0848,-82.8126
41.5798,-90.625
33.5586,-112.0955
43.2167,11.7833
30.6693,50.2055
50.3843,13.2673
-32.7167,151.5333
32.5237,-87.0965
51.3167,9.5
32.7288,-83.6865
-29.8561,31.0352
42.7495,-73.5951
50.8833,4.7
45.7772,-87.8151
35.1826,59.3886
29.9215,-81.3785
52.1056,20.7048
51.4621,-0.3038
40.9398,-74.6617
52.6052,11.8604
29.65,79.4167
51.2206,22.7003
53.2779,16.4712
55.92,36.8687
50.2722,19.155
25.4333,78.5833
4.1667,73.5
49.2765,-123.2177
53.7799,20.4942
45.4245,11.6868
25.4167,-101
38.5204,-90.2987
33.8359,-118.3406
28.0631,-82.4128
33.5207,-86.8025
25.0833,-77.35
55.6772,37.8932
53.3833,141.3
28.0795,-81.8037
-27.5,153.0167
53.4228,-7.9372
54.3334,10.1176
41.1864,-8.6517
6.9167,158.25
15,-86.5
34.0462,-117.6742
25.9274,-80.1801
47.9,20.3833
37.7089,-77.5437
49.8788,-97.159
44.6667,10.9167
3.3213,101.5767
52.5023,4.7608
40.0257,-74.8916
42.1926,-72.4598
52.9785,-1.2066
51.6667,6.6167
48.6833,2.3833
-27.7167,153.2
35.1681,-80.9153
35.1862,-80.7479
1.3414,103.7392
50.4667,4.8667
19.45,-70.7
31.8667,-116.6167
39.6397,-74.9738
37.5529,-95.8633
42.2734,-83.7133
49.8987,18.9663
34.0017,-84.471
48.6004,7.7874
14.0032,99.5501
40.0052,-76.3246
41.9333,12.0833
26.7161,88.4236
42.4581,-83.9468
41.7255,1.8239
46.9167,7.4667
9.3333,76.6333
40.7357,-74.1724
43.55,-96.7003
44.1833,28.65
34.6617,133.935
39.0485,-83.1662
33.8682,-117.9293
40.7005,-73.8345
53.4129,-113.4957
27.5,95.3667
-33.6553,151.005
34.0194,-118.4912
42.0796,-4.2599
55.7084,9.5428
50.7499,12.5742
45.6833,11.6833
14.4333,79.9667
55.3187,9.2956
-22.2667,166.45
29.2167,79.5167
32.9358,-96.7853
29.8833,-97.9414
29.9779,-95.577
33.02,-96.7419
32.4167,130.0167
34.95,137.0833
-22.6,-46.7
15.2155,120.578
40.7842,-73.8422
34.0922,74.8022
34.8536,-97.6029
59.45,17.9167
-3.2667,-79.9667
56.085,60.7314
48.803,2.2669
43.95,10.2333
40.6332,-73.9967
-12.1167,-38.4333
-22.6556,-43.0153
56.8981,12.5019
-12.25,-38.95
-26.8241,-65.2226
32.035,34.8861
42.5051,-71.2047
40.6955,-89.4293
27.8397,-82.7912
26.272,-80.258
45.3956,-75.7462
18.394,-65.9779
48.8412,2.3003
-38.7196,-62.2724
34.8167,134.7
41.3315,-73.9868
55.9116,37.7308
11.25,75.7667
19.3,73.0667
50.5142,14.0521
42.3,24.9667
52.25,-1.3833
33.7748,-84.2963
35.1667,136.9167
43.4244,-80.3364
46.2241,7.289
53.0406,16.4563
38.8692,-1.0971
-20.45,-54.6167
47.4657,9.3844
19.6976,-155.1413
35.2046,-88.1499
49.5632,20.6346
44.1,-78.9333
24.4667,54.3667
28.5801,-81.441
50.9382,6.5835
33.9457,-118.0388
33.652,-84.3201
38.1169,-86.9115
-34.7745,-58.2034
41.2085,-96.1939
26.6439,50.1592
31.3203,48.6693
35.835,-90.4427
46.5,-80.9667
53.214,23.0589
35.5206,139.7172
47.5673,-122.6326
28.9833,77.7
45.4612,9.1878
52.4015,20.9266
40.5722,-74.4134
41.1343,-81.8559
40.8333,14.3333
1.3361,103.85
9.3833,76.5667
42.7667,13.4
39.0483,-95.678
38.862,-86.4711
33.4063,-112.0262
28.9594,118.8686
41.1737,-73.1365
42.4247,-71.1112
37.8067,41.6633
32.783,-96.7762
60.15,15.1833
49.75,6.6333
37.9167,139.05
