bitly.link.id	ts	click.count	long.url
1buKaR9	2014-01-28 16:50:10	21	http://xkpdmibx.myftp.org/c7xpugywxcsxdzrpupbeytl2mbrphdamvn6
1buK9g8	2014-01-28 16:50:09	15	http://xkpdmibx.myftp.org/fzinl6pvwus9gry7kv0bort0muxyaa
1buKaAP	2014-01-28 16:50:09	0	http://xkpdmibx.myftp.org/earpbfzki8cizlurfep0n1qz07oe08q9yepk
1buK9g2	2014-01-28 16:50:09	5	http://xkpdmibx.myftp.org/ddxcq1zlcy05eyapsxz7ojqvndwvlzsk
1buK9ga	2014-01-28 16:50:10	0	http://xkpdmibx.myftp.org/hf8xr5tweizoq4nlgbmh9psdy3sjbnpvh
1buKaAH	2014-01-28 16:50:08	8	http://xkpdmibx.myftp.org/blxlfso1ugcdz7p9nlc15cs2qok7budbmmcgp
1buK9fY	2014-01-28 16:50:13	1	http://xkpdmibx.myftp.org/yxmdfxgumv0oupqrkofz1otydflzf67aznnb8gosg9bjwfor
1buK8ZI	2014-01-28 16:50:08	0	http://xkpdmibx.myftp.org/izl4k1n9trcqjdbq3815hd9ztugn6vzx1gzyj5qpo8ydoyxcn
1buKaAJ	2014-01-28 16:50:08	3	http://xkpdmibx.myftp.org/89bz7wxc7biu6okg7lblroboa0teerltwqrab
1buK8ZE	2014-01-28 16:50:07	55	http://xkpdmibx.myftp.org/wswpyyppb1nsnothzza488e4ofcmr4f7bavuqm7
1buKaAD	2014-01-28 16:50:13	8	http://xkpdmibx.myftp.org/s7czss4q3d21vyx8zimalz4gl2hqxj68zhr
1buKaAz	2014-01-28 16:50:07	30	http://xkpdmibx.myftp.org/cdtyukijnknkgw0c8szguxh1qnnxqywltgk4nwf
1buKaAx	2014-01-28 16:50:07	4	http://xkpdmibx.myftp.org/h7hgxex9jwjh1w9z1egnnu3v6umdwpkkjzhddmc
1buKakj	2014-01-28 16:50:06	24	http://xkpdmibx.myftp.org/mjpgoopvjz5zknjudfagyyd0nedmctytsucnqssnbmv
1buKak9	2014-01-28 16:50:05	4	http://xkpdmibx.myftp.org/krqkc60wmlqhjezutdb13w8walpqrva5pw9guxh0mn
1buKakb	2014-01-28 16:50:05	0	http://xkpdmibx.myftp.org/dwwmpjut6mhezjvslilazi8yvgrmw3jr2gswd4qhlvxlif
1buK8Zq	2014-01-28 16:50:05	25	http://xkpdmibx.myftp.org/rtzd8whfvppcj70pexkm1uyyillkqr4iv3ncnq
1buK8Zs	2014-01-28 16:50:05	0	http://xkpdmibx.myftp.org/p86z3k7ekx7gff5xhs7tuzdzannqg4zeide
1buK8J8	2014-01-28 16:50:04	3	http://xkpdmibx.myftp.org/rgfr4litycwzm61pobdbolspd6etkzqtoeravg
1buKak7	2014-01-28 16:50:04	20	http://xkpdmibx.myftp.org/zms7bui385ezf9hvgb8ks9yocwdr0mexkh
1buKak1	2014-01-28 16:50:11	0	http://xkpdmibx.myftp.org/awt6rwc7hkpwqxm6f24jzcj3ww4igncw
1buKa3L	2014-01-28 16:50:04	1	http://xkpdmibx.myftp.org/jkrt0z9oeyzuo9unlzyhy2ikdhyu5td3co8ngkybx0hwipn
1buK8IU	2014-01-28 16:50:02	9	http://xkpdmibx.myftp.org/vlrztynt00hfpxy86agcsackouqfy9sl
1buK8J2	2014-01-28 16:50:03	4	http://xkpdmibx.myftp.org/itrzjeczvwylamhpj8fwawrrmswpwhcmpzqsque
1buKa3v	2014-01-28 16:50:02	2	http://xkpdmibx.myftp.org/mzhlqxdvgeblekufkqd0ilkojk18oxffcszinzowbo
1buK8IY	2014-01-28 16:50:03	0	http://xkpdmibx.myftp.org/7hza0j9zlm1tmaqcgivzikebtejg0hakmbtya2t9bh22gmcb
1buKa3F	2014-01-28 16:50:03	1	http://xkpdmibx.myftp.org/xzs1yrpgvfhe46dctpciymvunjipmnfk6zcefctjib
1buK8J6	2014-01-28 16:50:10	0	http://xkpdmibx.myftp.org/2ru13pbpvhrz1tphh4ex5wkr3tajho3uoupb1xjvg
1buJaN1	2014-01-28 16:40:16	0	http://zovnfw.myftp.biz/p9wqziriztpmrgen8i4vskgxhakexubkdyf8xsjz0yyfxdo
1buJaN3	2014-01-28 16:40:16	0	http://zovnfw.myftp.biz/vybkm5u90t2lvv5kidryzy5czysu6brjxx9mltq4xywqmbank
1buJaMV	2014-01-28 16:40:15	20	http://zovnfw.myftp.biz/ytz1zp7dwrlkkamwinzlguqcrrslrdq
1buJ8EN	2014-01-28 16:40:15	7	http://zovnfw.myftp.biz/wny0fo3zravrmgr95qc93dcc5l7urxt9mb7
1buJaMR	2014-01-28 16:40:15	0	http://zovnfw.myftp.biz/pwaoeauopiuzcpdcleviekpniopxydyfjsuwwrr4oghno
1buJ8EP	2014-01-28 16:40:15	44	http://zovnfw.myftp.biz/mgdgvdhquxgyecsxozhavjfo3ke69yfoy8kr2kxexbzqlcmvv
1buJ8or	2014-01-28 16:40:14	7	http://zovnfw.myftp.biz/7wu2g2zss1ljgb6rs5mj1dlvolxqazy1xad8ikxngo5r
1buJaMP	2014-01-28 16:40:14	0	http://zovnfw.myftp.biz/dfjl9mjlysjchlls0mzz8tbp6xzixwnkjh
1buJ8EF	2014-01-28 16:40:14	3	http://zovnfw.myftp.biz/cafdquxfzfjdxoqasbepvvqngpv8fztcmpstufefm1
1buJ8on	2014-01-28 16:40:14	2	http://zovnfw.myftp.biz/fvwgrpaqkzqufp3cfuzbdcgvl7a3jmfqa2hleqkfn
1buJaMN	2014-01-28 16:40:14	0	http://zovnfw.myftp.biz/s5y6nzpngmzsvnsuzqwnt3w9xfqx3pa8m7tro
1buJ87P	2014-01-28 16:40:11	0	http://zovnfw.myftp.biz/b29auquqftgxz9gldf6ye9henzkz3ak
1buJ8ob	2014-01-28 16:40:13	0	http://zovnfw.myftp.biz/zmw43y29yno2nbjazz9bvcxazi50avp3h1ffeqjyeez9
1buJ7AT	2014-01-28 16:40:11	33	http://zovnfw.myftp.biz/7cz50exusnvousnknflf9eppliae1ihzybsfdt
1buJ7Rd	2014-01-28 16:40:12	25	http://zovnfw.myftp.biz/4qmsyabqonyesr3v8zzqgvrwuaehxhjztmigoso
1buJ87N	2014-01-28 16:40:11	6	http://zovnfw.myftp.biz/dok0qgazc0yiacsjz52rbodzuir2oypcptzswgnzdm9oz40
1buJ87H	2014-01-28 16:40:12	2	http://zovnfw.myftp.biz/ozqpftyf07hj0nfoyxf8gdzuwxtkt2cqwqhvi4yddz
1buJ7Rh	2014-01-28 16:40:12	0	http://zovnfw.myftp.biz/uunpeydkw4kd5vhzt0qe3dvcepc6sechflz5kznktiikd
1buJ7Rn	2014-01-28 16:40:13	0	http://zovnfw.myftp.biz/gmndnoaldokdbzfkwaqhpcqtkmgia5ewxmkt
1buJ5c9	2014-01-28 16:40:10	15	http://zovnfw.myftp.biz/td7a1wp1uhfsda5gj3zzquemp3fmlvulkbo779e5kqnc9lxr
1buJ8oh	2014-01-28 16:40:13	0	http://zovnfw.myftp.biz/zpjceicnrowzgpsk0tk89wty9xhfpu9rkeakjad3owfov1
1buJ7Rp	2014-01-28 16:40:13	3	http://zovnfw.myftp.biz/t72qme8ztcn7qbxuhqme5yifblvzabszaj7
1buJ7Rf	2014-01-28 16:40:12	3	http://zovnfw.myftp.biz/x1akztkycdjemvwzifmpgmpjtu0ett1tcs
1buJ87T	2014-01-28 16:40:12	1	http://zovnfw.myftp.biz/eztkyqcqw0ijczzbj4wyjyk8qjllbowvt6h
1buJ5c3	2014-01-28 16:40:09	4	http://zovnfw.myftp.biz/hyitrissgve6fzzsvvzv12sdiieg7wx
1buJ7AR	2014-01-28 16:40:10	2	http://zovnfw.myftp.biz/judad1zfbwggarhzva2kla2p8eiqtqcqimes8n4kvyxdg
1buJ5cd	2014-01-28 16:40:10	6	http://zovnfw.myftp.biz/uiws2m8tjwvajfdzbnheecy2nyng53npm1wopbfnytxza
1buJ5c7	2014-01-28 16:40:10	0	http://zovnfw.myftp.biz/nizqmffdfepqivwavdbydyywagtkf42l
1buJ87D	2014-01-28 16:40:10	20	http://zovnfw.myftp.biz/env6y3y08wvrqmlhrszznvhdlcmtjrxzzxju
1buJ4VJ	2014-01-28 16:40:09	10	http://zovnfw.myftp.biz/fzinl6pvwus9gry7kv0bort0muxyaa
1buJ5bX	2014-01-28 16:40:09	9	http://zovnfw.myftp.biz/c7xpugywxcsxdzrpupbeytl2mbrphdamvn6
1buJ7AG	2014-01-28 16:40:09	0	http://zovnfw.myftp.biz/hf8xr5tweizoq4nlgbmh9psdy3sjbnpvh
1buJ7kj	2014-01-28 16:40:08	3	http://zovnfw.myftp.biz/ddxcq1zlcy05eyapsxz7ojqvndwvlzsk
1buJ4VF	2014-01-28 16:40:08	0	http://zovnfw.myftp.biz/earpbfzki8cizlurfep0n1qz07oe08q9yepk
1buJ7kn	2014-01-28 16:40:08	1	http://zovnfw.myftp.biz/mnxn2lxgwzp5mr128zgubiymmtgftgsxrylyacu
1buJ4VH	2014-01-28 16:40:08	52	http://zovnfw.myftp.biz/wmsuhjgnxwjzpxvmtimkdcrabhzbaf9coypgxbqaosw4grcp
1buJ7kd	2014-01-28 16:40:07	0	http://zovnfw.myftp.biz/yxmdfxgumv0oupqrkofz1otydflzf67aznnb8gosg9bjwfor
1buJ7k9	2014-01-28 16:40:07	2	http://zovnfw.myftp.biz/89bz7wxc7biu6okg7lblroboa0teerltwqrab
1buJ4Vx	2014-01-28 16:40:07	6	http://zovnfw.myftp.biz/s7czss4q3d21vyx8zimalz4gl2hqxj68zhr
1buJ7k7	2014-01-28 16:40:07	0	http://zovnfw.myftp.biz/izl4k1n9trcqjdbq3815hd9ztugn6vzx1gzyj5qpo8ydoyxcn
1buJ4Vz	2014-01-28 16:40:07	4	http://zovnfw.myftp.biz/blxlfso1ugcdz7p9nlc15cs2qok7budbmmcgp
1buJ73J	2014-01-28 16:40:06	10	http://zovnfw.myftp.biz/mjpgoopvjz5zknjudfagyyd0nedmctytsucnqssnbmv
1buJ4Vr	2014-01-28 16:40:06	3	http://zovnfw.myftp.biz/h7hgxex9jwjh1w9z1egnnu3v6umdwpkkjzhddmc
1buJ73P	2014-01-28 16:40:06	14	http://zovnfw.myftp.biz/cdtyukijnknkgw0c8szguxh1qnnxqywltgk4nwf
1buJ73N	2014-01-28 16:40:06	27	http://zovnfw.myftp.biz/wswpyyppb1nsnothzza488e4ofcmr4f7bavuqm7
1buJ4Fd	2014-01-28 16:40:05	0	http://zovnfw.myftp.biz/dwwmpjut6mhezjvslilazi8yvgrmw3jr2gswd4qhlvxlif
1buJ4Fb	2014-01-28 16:40:05	1	http://zovnfw.myftp.biz/p86z3k7ekx7gff5xhs7tuzdzannqg4zeide
1buJ73F	2014-01-28 16:40:05	27	http://zovnfw.myftp.biz/rtzd8whfvppcj70pexkm1uyyillkqr4iv3ncnq
1buJ73D	2014-01-28 16:40:05	5	http://zovnfw.myftp.biz/krqkc60wmlqhjezutdb13w8walpqrva5pw9guxh0mn
1buJ73B	2014-01-28 16:40:04	22	http://zovnfw.myftp.biz/zms7bui385ezf9hvgb8ks9yocwdr0mexkh
1buJ4EX	2014-01-28 16:40:04	0	http://zovnfw.myftp.biz/jkrt0z9oeyzuo9unlzyhy2ikdhyu5td3co8ngkybx0hwipn
1buJ73z	2014-01-28 16:40:04	1	http://zovnfw.myftp.biz/awt6rwc7hkpwqxm6f24jzcj3ww4igncw
1buJ4EZ	2014-01-28 16:40:04	2	http://zovnfw.myftp.biz/rgfr4litycwzm61pobdbolspd6etkzqtoeravg
1buJ4oF	2014-01-28 16:40:03	0	http://zovnfw.myftp.biz/2ru13pbpvhrz1tphh4ex5wkr3tajho3uoupb1xjvg
1buJ4EV	2014-01-28 16:40:03	4	http://zovnfw.myftp.biz/xzs1yrpgvfhe46dctpciymvunjipmnfk6zcefctjib
1buJ6Nf	2014-01-28 16:40:03	0	http://zovnfw.myftp.biz/7hza0j9zlm1tmaqcgivzikebtejg0hakmbtya2t9bh22gmcb
1buJ4oB	2014-01-28 16:40:03	2	http://zovnfw.myftp.biz/itrzjeczvwylamhpj8fwawrrmswpwhcmpzqsque
1buJ6Nd	2014-01-28 16:40:02	1	http://zovnfw.myftp.biz/mzhlqxdvgeblekufkqd0ilkojk18oxffcszinzowbo
1buJ6N9	2014-01-28 16:40:02	8	http://zovnfw.myftp.biz/vlrztynt00hfpxy86agcsackouqfy9sl
1buI0B6	2014-01-28 16:30:16	19	http://xfyabljko.myftp.org/ytz1zp7dwrlkkamwinzlguqcrrslrdq
1buI0B8	2014-01-28 16:30:20	0	http://xfyabljko.myftp.org/p9wqziriztpmrgen8i4vskgxhakexubkdyf8xsjz0yyfxdo
1buI0Ba	2014-01-28 16:30:16	0	http://xfyabljko.myftp.org/vybkm5u90t2lvv5kidryzy5czysu6brjxx9mltq4xywqmbank
1buI1VA	2014-01-28 16:30:15	8	http://xfyabljko.myftp.org/wny0fo3zravrmgr95qc93dcc5l7urxt9mb7
1buI1Vu	2014-01-28 16:30:15	0	http://xfyabljko.myftp.org/pwaoeauopiuzcpdcleviekpniopxydyfjsuwwrr4oghno
1buI0AY	2014-01-28 16:30:15	1	http://xfyabljko.myftp.org/cafdquxfzfjdxoqasbepvvqngpv8fztcmpstufefm1
1buI0B2	2014-01-28 16:30:15	0	http://xfyabljko.myftp.org/dfjl9mjlysjchlls0mzz8tbp6xzixwnkjh
1buI0B4	2014-01-28 16:30:15	39	http://xfyabljko.myftp.org/mgdgvdhquxgyecsxozhavjfo3ke69yfoy8kr2kxexbzqlcmvv
1buI1Fe	2014-01-28 16:30:14	1	http://xfyabljko.myftp.org/fvwgrpaqkzqufp3cfuzbdcgvl7a3jmfqa2hleqkfn
1buI0AU	2014-01-28 16:30:14	0	http://xfyabljko.myftp.org/s5y6nzpngmzsvnsuzqwnt3w9xfqx3pa8m7tro
1buI1Fg	2014-01-28 16:30:14	6	http://xfyabljko.myftp.org/7wu2g2zss1ljgb6rs5mj1dlvolxqazy1xad8ikxngo5r
1buI1Fc	2014-01-28 16:30:14	2	http://xfyabljko.myftp.org/t72qme8ztcn7qbxuhqme5yifblvzabszaj7
1buI0kA	2014-01-28 16:30:13	0	http://xfyabljko.myftp.org/zmw43y29yno2nbjazz9bvcxazi50avp3h1ffeqjyeez9
1buI1Fa	2014-01-28 16:30:14	0	http://xfyabljko.myftp.org/gmndnoaldokdbzfkwaqhpcqtkmgia5ewxmkt
1buI1F6	2014-01-28 16:30:17	1	http://xfyabljko.myftp.org/x1akztkycdjemvwzifmpgmpjtu0ett1tcs
1buI0kw	2014-01-28 16:30:18	0	http://xfyabljko.myftp.org/uunpeydkw4kd5vhzt0qe3dvcepc6sechflz5kznktiikd
1buI0kE	2014-01-28 16:30:14	0	http://xfyabljko.myftp.org/zpjceicnrowzgpsk0tk89wty9xhfpu9rkeakjad3owfov1
1buI1F2	2014-01-28 16:30:12	11	http://xfyabljko.myftp.org/4qmsyabqonyesr3v8zzqgvrwuaehxhjztmigoso
1buI0kq	2014-01-28 16:30:12	2	http://xfyabljko.myftp.org/eztkyqcqw0ijczzbj4wyjyk8qjllbowvt6h
1buI1EY	2014-01-28 16:30:12	1	http://xfyabljko.myftp.org/b29auquqftgxz9gldf6ye9henzkz3ak
1buI041	2014-01-28 16:30:11	25	http://xfyabljko.myftp.org/7cz50exusnvousnknflf9eppliae1ihzybsfdt
1buI1oG	2014-01-28 16:30:11	0	http://xfyabljko.myftp.org/ozqpftyf07hj0nfoyxf8gdzuwxtkt2cqwqhvi4yddz
1buI03X	2014-01-28 16:30:11	20	http://xfyabljko.myftp.org/env6y3y08wvrqmlhrszznvhdlcmtjrxzzxju
1buI045	2014-01-28 16:30:11	7	http://xfyabljko.myftp.org/dok0qgazc0yiacsjz52rbodzuir2oypcptzswgnzdm9oz40
1buI03T	2014-01-28 16:30:10	8	http://xfyabljko.myftp.org/uiws2m8tjwvajfdzbnheecy2nyng53npm1wopbfnytxza
1buI1ox	2014-01-28 16:30:10	0	http://xfyabljko.myftp.org/nizqmffdfepqivwavdbydyywagtkf42l
1buI1oB	2014-01-28 16:30:15	1	http://xfyabljko.myftp.org/judad1zfbwggarhzva2kla2p8eiqtqcqimes8n4kvyxdg
1buHZNF	2014-01-28 16:30:10	17	http://xfyabljko.myftp.org/td7a1wp1uhfsda5gj3zzquemp3fmlvulkbo779e5kqnc9lxr
1buHZNz	2014-01-28 16:30:09	0	http://xfyabljko.myftp.org/hyitrissgve6fzzsvvzv12sdiieg7wx
1buI1ot	2014-01-28 16:30:09	7	http://xfyabljko.myftp.org/c7xpugywxcsxdzrpupbeytl2mbrphdamvn6
1buI18f	2014-01-28 16:30:09	9	http://xfyabljko.myftp.org/fzinl6pvwus9gry7kv0bort0muxyaa
1buHZNw	2014-01-28 16:30:09	0	http://xfyabljko.myftp.org/hf8xr5tweizoq4nlgbmh9psdy3sjbnpvh
1buHZNq	2014-01-28 16:30:08	0	http://xfyabljko.myftp.org/earpbfzki8cizlurfep0n1qz07oe08q9yepk
1buI18b	2014-01-28 16:30:08	50	http://xfyabljko.myftp.org/wmsuhjgnxwjzpxvmtimkdcrabhzbaf9coypgxbqaosw4grcp
1buI18d	2014-01-28 16:30:08	0	http://xfyabljko.myftp.org/mnxn2lxgwzp5mr128zgubiymmtgftgsxrylyacu
1buI189	2014-01-28 16:30:08	0	http://xfyabljko.myftp.org/ddxcq1zlcy05eyapsxz7ojqvndwvlzsk
1buI185	2014-01-28 16:30:11	2	http://xfyabljko.myftp.org/89bz7wxc7biu6okg7lblroboa0teerltwqrab
1buI187	2014-01-28 16:30:07	1	http://xfyabljko.myftp.org/yxmdfxgumv0oupqrkofz1otydflzf67aznnb8gosg9bjwfor
1buI183	2014-01-28 16:30:07	7	http://xfyabljko.myftp.org/blxlfso1ugcdz7p9nlc15cs2qok7budbmmcgp
1buHZwZ	2014-01-28 16:30:07	0	http://xfyabljko.myftp.org/izl4k1n9trcqjdbq3815hd9ztugn6vzx1gzyj5qpo8ydoyxcn
1buHZwR	2014-01-28 16:30:06	19	http://xfyabljko.myftp.org/wswpyyppb1nsnothzza488e4ofcmr4f7bavuqm7
1buI0RH	2014-01-28 16:30:06	3	http://xfyabljko.myftp.org/h7hgxex9jwjh1w9z1egnnu3v6umdwpkkjzhddmc
1buHZwT	2014-01-28 16:30:06	9	http://xfyabljko.myftp.org/cdtyukijnknkgw0c8szguxh1qnnxqywltgk4nwf
1buI17Y	2014-01-28 16:30:06	6	http://xfyabljko.myftp.org/s7czss4q3d21vyx8zimalz4gl2hqxj68zhr
1buHZgu	2014-01-28 16:30:05	5	http://xfyabljko.myftp.org/krqkc60wmlqhjezutdb13w8walpqrva5pw9guxh0mn
1buHZgw	2014-01-28 16:30:07	1	http://xfyabljko.myftp.org/p86z3k7ekx7gff5xhs7tuzdzannqg4zeide
1buI0Rx	2014-01-28 16:30:05	0	http://xfyabljko.myftp.org/dwwmpjut6mhezjvslilazi8yvgrmw3jr2gswd4qhlvxlif
1buI0Rs	2014-01-28 16:30:05	13	http://xfyabljko.myftp.org/rtzd8whfvppcj70pexkm1uyyillkqr4iv3ncnq
1buI0RB	2014-01-28 16:30:05	12	http://xfyabljko.myftp.org/mjpgoopvjz5zknjudfagyyd0nedmctytsucnqssnbmv
1buHZgr	2014-01-28 16:30:05	1	http://xfyabljko.myftp.org/zms7bui385ezf9hvgb8ks9yocwdr0mexkh
1buHZgl	2014-01-28 16:30:04	2	http://xfyabljko.myftp.org/rgfr4litycwzm61pobdbolspd6etkzqtoeravg
1buHZ07	2014-01-28 16:30:04	0	http://xfyabljko.myftp.org/jkrt0z9oeyzuo9unlzyhy2ikdhyu5td3co8ngkybx0hwipn
1buHXVZ	2014-01-28 16:30:04	0	http://xfyabljko.myftp.org/awt6rwc7hkpwqxm6f24jzcj3ww4igncw
1buHZ01	2014-01-28 16:30:03	0	http://xfyabljko.myftp.org/itrzjeczvwylamhpj8fwawrrmswpwhcmpzqsque
1buHZ05	2014-01-28 16:30:03	0	http://xfyabljko.myftp.org/xzs1yrpgvfhe46dctpciymvunjipmnfk6zcefctjib
1buHXVQ	2014-01-28 16:30:03	0	http://xfyabljko.myftp.org/7hza0j9zlm1tmaqcgivzikebtejg0hakmbtya2t9bh22gmcb
1buHXVT	2014-01-28 16:30:03	1	http://xfyabljko.myftp.org/2ru13pbpvhrz1tphh4ex5wkr3tajho3uoupb1xjvg
1buHXVL	2014-01-28 16:30:02	1	http://xfyabljko.myftp.org/mzhlqxdvgeblekufkqd0ilkojk18oxffcszinzowbo
1buHXFv	2014-01-28 16:30:02	17	http://xfyabljko.myftp.org/vlrztynt00hfpxy86agcsackouqfy9sl
1buHuDe	2014-01-28 16:25:15	0	http://gfnaudwt.myftp.org/p9wqziriztpmrgen8i4vskgxhakexubkdyf8xsjz0yyfxdo
1buHuDa	2014-01-28 16:25:17	16	http://gfnaudwt.myftp.org/ytz1zp7dwrlkkamwinzlguqcrrslrdq
1buHvHk	2014-01-28 16:25:15	0	http://gfnaudwt.myftp.org/vybkm5u90t2lvv5kidryzy5czysu6brjxx9mltq4xywqmbank
1buHvHf	2014-01-28 16:25:15	17	http://gfnaudwt.myftp.org/mgdgvdhquxgyecsxozhavjfo3ke69yfoy8kr2kxexbzqlcmvv
1buHvHb	2014-01-28 16:25:16	4	http://gfnaudwt.myftp.org/wny0fo3zravrmgr95qc93dcc5l7urxt9mb7
1buHuD6	2014-01-28 16:25:14	1	http://gfnaudwt.myftp.org/dfjl9mjlysjchlls0mzz8tbp6xzixwnkjh
1buHvH9	2014-01-28 16:25:14	0	http://gfnaudwt.myftp.org/pwaoeauopiuzcpdcleviekpniopxydyfjsuwwrr4oghno
1buHvH2	2014-01-28 16:25:14	1	http://gfnaudwt.myftp.org/7wu2g2zss1ljgb6rs5mj1dlvolxqazy1xad8ikxngo5r
1buHuD4	2014-01-28 16:25:15	2	http://gfnaudwt.myftp.org/cafdquxfzfjdxoqasbepvvqngpv8fztcmpstufefm1
1buHuCY	2014-01-28 16:25:13	0	http://gfnaudwt.myftp.org/s5y6nzpngmzsvnsuzqwnt3w9xfqx3pa8m7tro
1buHvqL	2014-01-28 16:25:16	0	http://gfnaudwt.myftp.org/zpjceicnrowzgpsk0tk89wty9xhfpu9rkeakjad3owfov1
1buHvqO	2014-01-28 16:25:13	3	http://gfnaudwt.myftp.org/fvwgrpaqkzqufp3cfuzbdcgvl7a3jmfqa2hleqkfn
1buHumC	2014-01-28 16:25:13	1	http://gfnaudwt.myftp.org/t72qme8ztcn7qbxuhqme5yifblvzabszaj7
1buHvqB	2014-01-28 16:25:12	0	http://gfnaudwt.myftp.org/x1akztkycdjemvwzifmpgmpjtu0ett1tcs
1buHvqJ	2014-01-28 16:25:12	0	http://gfnaudwt.myftp.org/zmw43y29yno2nbjazz9bvcxazi50avp3h1ffeqjyeez9
1buHvqF	2014-01-28 16:25:12	0	http://gfnaudwt.myftp.org/uunpeydkw4kd5vhzt0qe3dvcepc6sechflz5kznktiikd
1buHumA	2014-01-28 16:25:12	0	http://gfnaudwt.myftp.org/gmndnoaldokdbzfkwaqhpcqtkmgia5ewxmkt
1buHvqz	2014-01-28 16:25:12	9	http://gfnaudwt.myftp.org/4qmsyabqonyesr3v8zzqgvrwuaehxhjztmigoso
1buHvqx	2014-01-28 16:25:14	0	http://gfnaudwt.myftp.org/eztkyqcqw0ijczzbj4wyjyk8qjllbowvt6h
1buHva9	2014-01-28 16:25:11	2	http://gfnaudwt.myftp.org/ozqpftyf07hj0nfoyxf8gdzuwxtkt2cqwqhvi4yddz
1buHu6d	2014-01-28 16:25:14	1	http://gfnaudwt.myftp.org/b29auquqftgxz9gldf6ye9henzkz3ak
1buHvae	2014-01-28 16:25:11	4	http://gfnaudwt.myftp.org/dok0qgazc0yiacsjz52rbodzuir2oypcptzswgnzdm9oz40
1buHva3	2014-01-28 16:25:10	16	http://gfnaudwt.myftp.org/env6y3y08wvrqmlhrszznvhdlcmtjrxzzxju
1buHva5	2014-01-28 16:25:10	18	http://gfnaudwt.myftp.org/7cz50exusnvousnknflf9eppliae1ihzybsfdt
1buHu66	2014-01-28 16:25:10	4	http://gfnaudwt.myftp.org/uiws2m8tjwvajfdzbnheecy2nyng53npm1wopbfnytxza
1buHuTL	2014-01-28 16:25:14	0	http://gfnaudwt.myftp.org/judad1zfbwggarhzva2kla2p8eiqtqcqimes8n4kvyxdg
1buHu60	2014-01-28 16:25:10	0	http://gfnaudwt.myftp.org/nizqmffdfepqivwavdbydyywagtkf42l
1buHuTD	2014-01-28 16:25:09	0	http://gfnaudwt.myftp.org/hf8xr5tweizoq4nlgbmh9psdy3sjbnpvh
1buHu5X	2014-01-28 16:25:09	1	http://gfnaudwt.myftp.org/hyitrissgve6fzzsvvzv12sdiieg7wx
1buHuTJ	2014-01-28 16:25:10	12	http://gfnaudwt.myftp.org/td7a1wp1uhfsda5gj3zzquemp3fmlvulkbo779e5kqnc9lxr
1buHtPF	2014-01-28 16:25:08	0	http://gfnaudwt.myftp.org/mnxn2lxgwzp5mr128zgubiymmtgftgsxrylyacu
1buHtPH	2014-01-28 16:25:08	5	http://gfnaudwt.myftp.org/c7xpugywxcsxdzrpupbeytl2mbrphdamvn6
1buHrY5	2014-01-28 16:25:08	3	http://gfnaudwt.myftp.org/ddxcq1zlcy05eyapsxz7ojqvndwvlzsk
1buHtPB	2014-01-28 16:25:08	23	http://gfnaudwt.myftp.org/wmsuhjgnxwjzpxvmtimkdcrabhzbaf9coypgxbqaosw4grcp
1buHuTv	2014-01-28 16:25:08	4	http://gfnaudwt.myftp.org/fzinl6pvwus9gry7kv0bort0muxyaa
1buHtPs	2014-01-28 16:25:09	0	http://gfnaudwt.myftp.org/blxlfso1ugcdz7p9nlc15cs2qok7budbmmcgp
1buHrY1	2014-01-28 16:25:07	0	http://gfnaudwt.myftp.org/89bz7wxc7biu6okg7lblroboa0teerltwqrab
1buHtPv	2014-01-28 16:25:08	0	http://gfnaudwt.myftp.org/earpbfzki8cizlurfep0n1qz07oe08q9yepk
1buHrY3	2014-01-28 16:25:07	0	http://gfnaudwt.myftp.org/yxmdfxgumv0oupqrkofz1otydflzf67aznnb8gosg9bjwfor
1buHtzc	2014-01-28 16:25:08	1	http://gfnaudwt.myftp.org/izl4k1n9trcqjdbq3815hd9ztugn6vzx1gzyj5qpo8ydoyxcn
1buHtz8	2014-01-28 16:25:06	0	http://gfnaudwt.myftp.org/s7czss4q3d21vyx8zimalz4gl2hqxj68zhr
1buHrHB	2014-01-28 16:25:06	5	http://gfnaudwt.myftp.org/wswpyyppb1nsnothzza488e4ofcmr4f7bavuqm7
1buHtz2	2014-01-28 16:25:06	4	http://gfnaudwt.myftp.org/cdtyukijnknkgw0c8szguxh1qnnxqywltgk4nwf
1buHrHi	2014-01-28 16:25:05	0	http://gfnaudwt.myftp.org/p86z3k7ekx7gff5xhs7tuzdzannqg4zeide
1buHtiG	2014-01-28 16:25:05	1	http://gfnaudwt.myftp.org/h7hgxex9jwjh1w9z1egnnu3v6umdwpkkjzhddmc
1buHtiE	2014-01-28 16:25:05	4	http://gfnaudwt.myftp.org/mjpgoopvjz5zknjudfagyyd0nedmctytsucnqssnbmv
1buHrHp	2014-01-28 16:25:05	0	http://gfnaudwt.myftp.org/dwwmpjut6mhezjvslilazi8yvgrmw3jr2gswd4qhlvxlif
1buHtit	2014-01-28 16:25:04	9	http://gfnaudwt.myftp.org/rtzd8whfvppcj70pexkm1uyyillkqr4iv3ncnq
1buHrqZ	2014-01-28 16:25:04	3	http://gfnaudwt.myftp.org/zms7bui385ezf9hvgb8ks9yocwdr0mexkh
1buHrr3	2014-01-28 16:25:04	2	http://gfnaudwt.myftp.org/krqkc60wmlqhjezutdb13w8walpqrva5pw9guxh0mn
