bitly.link.id	ts	click.count	long.url
1aRin0q	2014-01-25 11:00:06	36	http://kamcdund.serveftp.com/mkulkqzkofpyvc6jd18hrzkgf1fvplpjh7tjomvu4278r
1aRipFG	2014-01-25 11:00:06	1	http://kamcdund.serveftp.com/vyocpsc6gwvdhyrz9esol6ftpidennelyuwt
1hUR7jB	2014-01-25 11:00:07	3	http://kamcdund.serveftp.com/4szq6v9ykkidfobeznqecpwuqr7zphe
1hUR5bq	2014-01-25 11:00:05	10	http://kamcdund.serveftp.com/wluusgne8dcpmmqvhzzbta00brpzfzpxj6xsf
1aRipFw	2014-01-25 11:00:05	0	http://kamcdund.serveftp.com/ppwf381fzmyxyg5datlykosgrywwgsxyfkjxr
1aRippc	2014-01-25 11:00:05	11	http://kamcdund.serveftp.com/w1qeav3laz1ytbll1t0bddbdlig5ybhexea55c
1aRipFC	2014-01-25 11:00:06	2	http://kamcdund.serveftp.com/dwi5wje3czcfywmvi9foznldegb7xy4j8gjjghk9vxyav
1hUR7jv	2014-01-25 11:00:04	2	http://kamcdund.serveftp.com/rb3z34quycy9g7kzpqi0kgsdg2ygt6ixiyl9ymy
1aRipp8	2014-01-25 11:00:04	2	http://kamcdund.serveftp.com/mlo8wedkz1pf3r6va4rgwhbykrvk7mxzbf2lh
1aRimJU	2014-01-25 11:00:07	0	http://kamcdund.serveftp.com/z5dj0qfbjj8fehznzmoy0s8ysn1x17at3kuc7o813jcdcntf
1aRimJW	2014-01-25 11:00:04	2	http://kamcdund.serveftp.com/v7k6xor2vw7blfxsjvtozp7frrsjroswlytezgepdg5ul
1hUR73d	2014-01-25 11:00:04	1	http://kamcdund.serveftp.com/9nyzhvb6x8t0l3yzksudujtt5anlkzecz
1aRimJQ	2014-01-25 11:00:03	0	http://kamcdund.serveftp.com/pqxz3bl0u2pkerdfoqodk3rrhpcdzsnmbtxkbz5s
1aRimJM	2014-01-25 11:00:03	9	http://kamcdund.serveftp.com/xzlipp6jv7bkr64gtrr5lqtxtnmvl
1aRimJS	2014-01-25 11:00:03	1	http://kamcdund.serveftp.com/7mpy80i1orhzws5fcnbqvwpgrdlcxydnofd
1aRimtw	2014-01-25 11:00:03	5	http://kamcdund.serveftp.com/vid1zcazkzzgtnc5e8qts3o1xpcialdo1ofpsr0xf5wbq4
1aRgNvy	2014-01-25 10:50:17	5	http://krzdabyf.serveftp.com/7gblid1gfuzpr5k7iva3zeqyrid8i98gwn1wujdspsixx70d
1aRgNvq	2014-01-25 10:50:15	0	http://krzdabyf.serveftp.com/omtt8hps6maohjgxz5ifgviecqcjwpyswxhx
1aRgQaD	2014-01-25 10:50:14	3	http://krzdabyf.serveftp.com/xutziwe4vx3p9qvc6xeqbfkcbsj89lr1y5r2qgle
1aRgNvC	2014-01-25 10:50:16	11	http://krzdabyf.serveftp.com/osz7gshhpdm8hlckbmgfgabfesxdxwrbjl3gb
1aRgNf6	2014-01-25 10:50:15	1	http://krzdabyf.serveftp.com/tl491qzsu7jeli5rxuoxbqoe8rxq5awuu5oakywjj5qoje
1aRgNeY	2014-01-25 10:50:13	0	http://krzdabyf.serveftp.com/eihsn6kwh4krhm5g9bizhpctuqgdggwfa5kmmit2t
1aRgNf4	2014-01-25 10:50:14	5	http://krzdabyf.serveftp.com/3zhybf6mkdad88i2nzcurl6eyzociqgulz6gkdddmvdukl
1aRgJMo	2014-01-25 10:50:08	0	http://krzdabyf.serveftp.com/0zjoeljcbdxjrauvncqxke0vlff6dn
1aRgMHX	2014-01-25 10:50:10	0	http://krzdabyf.serveftp.com/skmzcxv4zrckzwq7kavdefdosyhbf
1aRgPDD	2014-01-25 10:50:11	1	http://krzdabyf.serveftp.com/8zghdsvj8j5n75vbbnr9gemo7wii8w8zqq
1aRgPU4	2014-01-25 10:50:12	0	http://krzdabyf.serveftp.com/uhzofwqtxdzk0z0bn6ojrjnmpdxzg3
1aRgJMk	2014-01-25 10:50:08	4	http://krzdabyf.serveftp.com/jwa8e2z2onx6lmyafgz8zi9vpmiq6azcfj5n4fbqnteeixl
1aRgMHZ	2014-01-25 10:50:10	0	http://krzdabyf.serveftp.com/5c3ydyvdrb1vz0kw0e4uxx5ilajyp7aqibcf4ebtao26xkq
1aRgPU9	2014-01-25 10:50:13	0	http://krzdabyf.serveftp.com/4ppgzoduef2ekj0nmhe5l4ipft6tly87al1nws
1aRgK2V	2014-01-25 10:50:10	0	http://krzdabyf.serveftp.com/xzgwmoucv6yatfzac6zbiczig41k0wrkrr4q9lx3kx3kfvrbh
1aRgJfi	2014-01-25 10:50:05	11	http://krzdabyf.serveftp.com/wluusgne8dcpmmqvhzzbta00brpzfzpxj6xsf
1aRgK2G	2014-01-25 10:50:09	75	http://krzdabyf.serveftp.com/afygydlfsj0uztauqyhyfdamsjiv5x4alk
1aRgJMc	2014-01-25 10:50:07	19	http://krzdabyf.serveftp.com/pgkzypdvcl5pjo4hjszpozh0ih0fvxu8ln0cpxx8tdoyr
1aRgPU6	2014-01-25 10:50:12	7	http://krzdabyf.serveftp.com/beuh6zvez3abypkg9npehd0r122xlyul5ynwfxsduzl8hfhqq
1aRgPU1	2014-01-25 10:50:12	1	http://krzdabyf.serveftp.com/9vt2ok1zx17ha63yceitw3dutcjfqwlgvp4h
1aRgMrs	2014-01-25 10:50:10	3	http://krzdabyf.serveftp.com/4szq6v9ykkidfobeznqecpwuqr7zphe
1aRgMaP	2014-01-25 10:50:05	19	http://krzdabyf.serveftp.com/w1qeav3laz1ytbll1t0bddbdlig5ybhexea55c
1aRgLUt	2014-01-25 10:50:04	1	http://krzdabyf.serveftp.com/z5dj0qfbjj8fehznzmoy0s8ysn1x17at3kuc7o813jcdcntf
1aRgLUz	2014-01-25 10:50:04	3	http://krzdabyf.serveftp.com/rb3z34quycy9g7kzpqi0kgsdg2ygt6ixiyl9ymy
1aRgJvG	2014-01-25 10:50:06	1	http://krzdabyf.serveftp.com/vyocpsc6gwvdhyrz9esol6ftpidennelyuwt
1aRgMry	2014-01-25 10:50:07	0	http://krzdabyf.serveftp.com/sjc1kdkcfkalcakfnvtzcabnqdc8ud
1aRgK2X	2014-01-25 10:50:11	1	http://krzdabyf.serveftp.com/u4ssmphnvfbiz7bgrypvl7aiujtz69jsj6skcxnpngl52vl
1aRgLDX	2014-01-25 10:50:03	10	http://krzdabyf.serveftp.com/xzlipp6jv7bkr64gtrr5lqtxtnmvl
1aRgIYO	2014-01-25 10:50:03	0	http://krzdabyf.serveftp.com/9nyzhvb6x8t0l3yzksudujtt5anlkzecz
1hUPJNV	2014-01-25 10:50:16	0	http://krzdabyf.serveftp.com/vflqa7touhz95gkza6cvnbb8ol9iofjc9ziikltubp8
1hUPJNZ	2014-01-25 10:50:16	0	http://krzdabyf.serveftp.com/9qqygu0zmxb7fniazipptnom6akxrwxhn4bnm
1hUPH8F	2014-01-25 10:50:15	0	http://krzdabyf.serveftp.com/6pmyfrowuanaljhz4ib7ait0uvznp7fpmht4ygheu
1hUPGSn	2014-01-25 10:50:16	3	http://krzdabyf.serveftp.com/tuz79diawhvo8ojzwp4zzkr6lcwrtivzm5hs5s
1hUPGSk	2014-01-25 10:50:16	0	http://krzdabyf.serveftp.com/vqzhtncomodxpdp31ckpf0wfw2cf3m6iu6iut5t
1hUPJxq	2014-01-25 10:50:14	0	http://krzdabyf.serveftp.com/euhkwtpz0yivcm2vsjpx44b2h3bnugybyhl1dudqzgiiadevve
1hUPGSg	2014-01-25 10:50:13	0	http://krzdabyf.serveftp.com/yloe9eofzer2dvvoxlqpbszosflzk0ma4ey4xiclu
1hUPGSc	2014-01-25 10:50:13	0	http://krzdabyf.serveftp.com/ww6czrjyffyf8azxsaanmwjcejugxz
1hUPJgX	2014-01-25 10:50:12	5	http://krzdabyf.serveftp.com/reyt006ablyzxt4ascabwykxffmgv
1hUPGSa	2014-01-25 10:50:12	1	http://krzdabyf.serveftp.com/bzmjtupxjkxjzd8i2etttyppx4xunbml
1hUPGS8	2014-01-25 10:50:11	4	http://krzdabyf.serveftp.com/60dt4saucbbzd8cgernvfyv5kf3co
1hUPJgR	2014-01-25 10:50:11	20	http://krzdabyf.serveftp.com/99ot2zhpcjhnlrg8e61w14ql1ceoxfce3xthr2pm4rbk
1hUPGBQ	2014-01-25 10:50:10	5	http://krzdabyf.serveftp.com/mfpx3ei56ym0x5xqiz8kywqw3y7xv6
1hUPGBM	2014-01-25 10:50:10	4	http://krzdabyf.serveftp.com/dlvg0z5nzuynzryf0uav3vnvhhzv5upb99jlp45loraow91e8
1hUPGBC	2014-01-25 10:50:09	0	http://krzdabyf.serveftp.com/yya5gghie3c3k3ghawyizm93mrcetqqf
1hUPGBG	2014-01-25 10:50:09	21	http://krzdabyf.serveftp.com/h3vloqbtywmayikaazf77oovykcxhgibowarr4tdcci17rlk
1hUPDFT	2014-01-25 10:50:08	1	http://krzdabyf.serveftp.com/zl5davl5chptaqniizq81x8bqagsoav
1hUPGle	2014-01-25 10:50:08	0	http://krzdabyf.serveftp.com/3woxkvahzwsia84mdbdwbtsw2xyjyfxjpclw7es7
1hUPGl6	2014-01-25 10:50:07	3	http://krzdabyf.serveftp.com/wikfyd9q4baqpwbhjzvquxrrhjjwviekj8i70fdgnxxb
1hUPG4M	2014-01-25 10:50:07	5	http://krzdabyf.serveftp.com/460nkl4uzbzznzafwhbjx3fo6ufe4vjh
1hUPG4J	2014-01-25 10:50:07	34	http://krzdabyf.serveftp.com/mkulkqzkofpyvc6jd18hrzkgf1fvplpjh7tjomvu4278r
1hUPDps	2014-01-25 10:50:06	0	http://krzdabyf.serveftp.com/dwi5wje3czcfywmvi9foznldegb7xy4j8gjjghk9vxyav
1hUPG4D	2014-01-25 10:50:06	5	http://krzdabyf.serveftp.com/p6kiesr2ix1jzyyq9kcm5nn1r4mtvig9waagiqjrmvm6do
1hUPD93	2014-01-25 10:50:05	1	http://krzdabyf.serveftp.com/ppwf381fzmyxyg5datlykosgrywwgsxyfkjxr
1hUPFO5	2014-01-25 10:50:04	0	http://krzdabyf.serveftp.com/7mpy80i1orhzws5fcnbqvwpgrdlcxydnofd
1hUPD8Z	2014-01-25 10:50:05	2	http://krzdabyf.serveftp.com/mlo8wedkz1pf3r6va4rgwhbykrvk7mxzbf2lh
1hUPFOf	2014-01-25 10:50:04	0	http://krzdabyf.serveftp.com/v7k6xor2vw7blfxsjvtozp7frrsjroswlytezgepdg5ul
1hUPCSt	2014-01-25 10:50:03	1	http://krzdabyf.serveftp.com/pqxz3bl0u2pkerdfoqodk3rrhpcdzsnmbtxkbz5s
1hUPFxJ	2014-01-25 10:50:03	11	http://krzdabyf.serveftp.com/vid1zcazkzzgtnc5e8qts3o1xpcialdo1ofpsr0xf5wbq4
1hUNQkp	2014-01-25 10:40:16	0	http://olrqqmg.myftp.org/9qqygu0zmxb7fniazipptnom6akxrwxhn4bnm
1aRfgpn	2014-01-25 10:40:16	8	http://olrqqmg.myftp.org/osz7gshhpdm8hlckbmgfgabfesxdxwrbjl3gb
1aRfi0s	2014-01-25 10:40:15	6	http://olrqqmg.myftp.org/7gblid1gfuzpr5k7iva3zeqyrid8i98gwn1wujdspsixx70d
1hUNPwE	2014-01-25 10:40:15	0	http://olrqqmg.myftp.org/6pmyfrowuanaljhz4ib7ait0uvznp7fpmht4ygheu
1hUNQkn	2014-01-25 10:40:15	0	http://olrqqmg.myftp.org/vflqa7touhz95gkza6cvnbb8ol9iofjc9ziikltubp8
1aRfi0q	2014-01-25 10:40:15	0	http://olrqqmg.myftp.org/omtt8hps6maohjgxz5ifgviecqcjwpyswxhx
1hUNPgh	2014-01-25 10:40:14	0	http://olrqqmg.myftp.org/vqzhtncomodxpdp31ckpf0wfw2cf3m6iu6iut5t
1aRfhJS	2014-01-25 10:40:14	6	http://olrqqmg.myftp.org/xutziwe4vx3p9qvc6xeqbfkcbsj89lr1y5r2qgle
1hUNPwA	2014-01-25 10:40:14	5	http://olrqqmg.myftp.org/tuz79diawhvo8ojzwp4zzkr6lcwrtivzm5hs5s
1aRfi0e	2014-01-25 10:40:14	4	http://olrqqmg.myftp.org/tl491qzsu7jeli5rxuoxbqoe8rxq5awuu5oakywjj5qoje
1aRfi0c	2014-01-25 10:40:15	5	http://olrqqmg.myftp.org/3zhybf6mkdad88i2nzcurl6eyzociqgulz6gkdddmvdukl
1aRfg8L	2014-01-25 10:40:13	0	http://olrqqmg.myftp.org/4ppgzoduef2ekj0nmhe5l4ipft6tly87al1nws
1hUNQ3V	2014-01-25 10:40:13	0	http://olrqqmg.myftp.org/yloe9eofzer2dvvoxlqpbszosflzk0ma4ey4xiclu
1aRfg8P	2014-01-25 10:40:13	0	http://olrqqmg.myftp.org/eihsn6kwh4krhm5g9bizhpctuqgdggwfa5kmmit2t
1hUNPgb	2014-01-25 10:40:13	0	http://olrqqmg.myftp.org/euhkwtpz0yivcm2vsjpx44b2h3bnugybyhl1dudqzgiiadevve
1aRfg8H	2014-01-25 10:40:12	2	http://olrqqmg.myftp.org/uhzofwqtxdzk0z0bn6ojrjnmpdxzg3
1hUNOZN	2014-01-25 10:40:12	1	http://olrqqmg.myftp.org/bzmjtupxjkxjzd8i2etttyppx4xunbml
1aRfg8J	2014-01-25 10:40:12	5	http://olrqqmg.myftp.org/beuh6zvez3abypkg9npehd0r122xlyul5ynwfxsduzl8hfhqq
1hUNPg5	2014-01-25 10:40:12	0	http://olrqqmg.myftp.org/ww6czrjyffyf8azxsaanmwjcejugxz
1hUNQ3E	2014-01-25 10:40:11	23	http://olrqqmg.myftp.org/99ot2zhpcjhnlrg8e61w14ql1ceoxfce3xthr2pm4rbk
1aRfg8D	2014-01-25 10:40:11	1	http://olrqqmg.myftp.org/9vt2ok1zx17ha63yceitw3dutcjfqwlgvp4h
1hUNQ3L	2014-01-25 10:40:12	5	http://olrqqmg.myftp.org/reyt006ablyzxt4ascabwykxffmgv
1aRffSl	2014-01-25 10:40:11	4	http://olrqqmg.myftp.org/8zghdsvj8j5n75vbbnr9gemo7wii8w8zqq
1hUNN87	2014-01-25 10:40:10	0	http://olrqqmg.myftp.org/mfpx3ei56ym0x5xqiz8kywqw3y7xv6
1aRffSf	2014-01-25 10:40:10	0	http://olrqqmg.myftp.org/xzgwmoucv6yatfzac6zbiczig41k0wrkrr4q9lx3kx3kfvrbh
1hUNN8f	2014-01-25 10:40:10	5	http://olrqqmg.myftp.org/60dt4saucbbzd8cgernvfyv5kf3co
1aRfeO8	2014-01-25 10:40:10	6	http://olrqqmg.myftp.org/u4ssmphnvfbiz7bgrypvl7aiujtz69jsj6skcxnpngl52vl
1aRffSd	2014-01-25 10:40:09	1	http://olrqqmg.myftp.org/5c3ydyvdrb1vz0kw0e4uxx5ilajyp7aqibcf4ebtao26xkq
1hUNN83	2014-01-25 10:40:09	1	http://olrqqmg.myftp.org/dlvg0z5nzuynzryf0uav3vnvhhzv5upb99jlp45loraow91e8
1aRffSb	2014-01-25 10:40:09	1	http://olrqqmg.myftp.org/skmzcxv4zrckzwq7kavdefdosyhbf
1hUNN81	2014-01-25 10:40:09	24	http://olrqqmg.myftp.org/h3vloqbtywmayikaazf77oovykcxhgibowarr4tdcci17rlk
1aRffS9	2014-01-25 10:40:08	57	http://olrqqmg.myftp.org/afygydlfsj0uztauqyhyfdamsjiv5x4alk
1hUNMRI	2014-01-25 10:40:08	1	http://olrqqmg.myftp.org/3woxkvahzwsia84mdbdwbtsw2xyjyfxjpclw7es7
1aRffS7	2014-01-25 10:40:08	0	http://olrqqmg.myftp.org/0zjoeljcbdxjrauvncqxke0vlff6dn
1hUNN7X	2014-01-25 10:40:08	1	http://olrqqmg.myftp.org/yya5gghie3c3k3ghawyizm93mrcetqqf
1aRffBR	2014-01-25 10:40:07	2	http://olrqqmg.myftp.org/jwa8e2z2onx6lmyafgz8zi9vpmiq6azcfj5n4fbqnteeixl
1hUNOJa	2014-01-25 10:40:07	2	http://olrqqmg.myftp.org/zl5davl5chptaqniizq81x8bqagsoav
1hUNMRy	2014-01-25 10:40:07	2	http://olrqqmg.myftp.org/wikfyd9q4baqpwbhjzvquxrrhjjwviekj8i70fdgnxxb
1hUNOJ3	2014-01-25 10:40:07	2	http://olrqqmg.myftp.org/460nkl4uzbzznzafwhbjx3fo6ufe4vjh
1aRffBP	2014-01-25 10:40:07	1	http://olrqqmg.myftp.org/sjc1kdkcfkalcakfnvtzcabnqdc8ud
1aRffBL	2014-01-25 10:40:06	15	http://olrqqmg.myftp.org/pgkzypdvcl5pjo4hjszpozh0ih0fvxu8ln0cpxx8tdoyr
1hUNOsB	2014-01-25 10:40:06	11	http://olrqqmg.myftp.org/p6kiesr2ix1jzyyq9kcm5nn1r4mtvig9waagiqjrmvm6do
1aRfexK	2014-01-25 10:40:06	4	http://olrqqmg.myftp.org/4szq6v9ykkidfobeznqecpwuqr7zphe
1hUNOsF	2014-01-25 10:40:06	40	http://olrqqmg.myftp.org/mkulkqzkofpyvc6jd18hrzkgf1fvplpjh7tjomvu4278r
1aRffBJ	2014-01-25 10:40:05	0	http://olrqqmg.myftp.org/vyocpsc6gwvdhyrz9esol6ftpidennelyuwt
1hUNOcj	2014-01-25 10:40:05	0	http://olrqqmg.myftp.org/ppwf381fzmyxyg5datlykosgrywwgsxyfkjxr
1aRffBH	2014-01-25 10:40:05	20	http://olrqqmg.myftp.org/wluusgne8dcpmmqvhzzbta00brpzfzpxj6xsf
1hUNMB8	2014-01-25 10:40:06	0	http://olrqqmg.myftp.org/dwi5wje3czcfywmvi9foznldegb7xy4j8gjjghk9vxyav
1hUNMkD	2014-01-25 10:40:04	1	http://olrqqmg.myftp.org/v7k6xor2vw7blfxsjvtozp7frrsjroswlytezgepdg5ul
1aRfexG	2014-01-25 10:40:05	13	http://olrqqmg.myftp.org/w1qeav3laz1ytbll1t0bddbdlig5ybhexea55c
1aRffBz	2014-01-25 10:40:04	1	http://olrqqmg.myftp.org/z5dj0qfbjj8fehznzmoy0s8ysn1x17at3kuc7o813jcdcntf
1hUNOc9	2014-01-25 10:40:04	1	http://olrqqmg.myftp.org/mlo8wedkz1pf3r6va4rgwhbykrvk7mxzbf2lh
1aRffBB	2014-01-25 10:40:04	6	http://olrqqmg.myftp.org/rb3z34quycy9g7kzpqi0kgsdg2ygt6ixiyl9ymy
1hUNMkz	2014-01-25 10:40:03	0	http://olrqqmg.myftp.org/pqxz3bl0u2pkerdfoqodk3rrhpcdzsnmbtxkbz5s
1aRfexA	2014-01-25 10:40:03	2	http://olrqqmg.myftp.org/9nyzhvb6x8t0l3yzksudujtt5anlkzecz
1hUNOc1	2014-01-25 10:40:03	0	http://olrqqmg.myftp.org/7mpy80i1orhzws5fcnbqvwpgrdlcxydnofd
1aRfflh	2014-01-25 10:40:03	13	http://olrqqmg.myftp.org/xzlipp6jv7bkr64gtrr5lqtxtnmvl
1hUNNVA	2014-01-25 10:40:02	3	http://olrqqmg.myftp.org/vid1zcazkzzgtnc5e8qts3o1xpcialdo1ofpsr0xf5wbq4
1hUMPso	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/tl491qzsu7jeli5rxuoxbqoe8rxq5awuu5oakywjj5qoje
1hUMPsA	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/vflqa7touhz95gkza6cvnbb8ol9iofjc9ziikltubp8
1hUMPIU	2014-01-25 10:35:15	2	http://zzdnkjzwh.serveftp.com/7gblid1gfuzpr5k7iva3zeqyrid8i98gwn1wujdspsixx70d
1hUMPc1	2014-01-25 10:35:13	4	http://zzdnkjzwh.serveftp.com/xutziwe4vx3p9qvc6xeqbfkcbsj89lr1y5r2qgle
1hUMPsk	2014-01-25 10:35:14	8	http://zzdnkjzwh.serveftp.com/tuz79diawhvo8ojzwp4zzkr6lcwrtivzm5hs5s
1hUMNks	2014-01-25 10:35:11	0	http://zzdnkjzwh.serveftp.com/uhzofwqtxdzk0z0bn6ojrjnmpdxzg3
1hUMOF0	2014-01-25 10:35:10	2	http://zzdnkjzwh.serveftp.com/60dt4saucbbzd8cgernvfyv5kf3co
1hUMNkj	2014-01-25 10:35:11	1	http://zzdnkjzwh.serveftp.com/8zghdsvj8j5n75vbbnr9gemo7wii8w8zqq
1hUMOVk	2014-01-25 10:35:12	0	http://zzdnkjzwh.serveftp.com/reyt006ablyzxt4ascabwykxffmgv
1hUMNAK	2014-01-25 10:35:13	0	http://zzdnkjzwh.serveftp.com/ww6czrjyffyf8azxsaanmwjcejugxz
1hUMNAM	2014-01-25 10:35:12	0	http://zzdnkjzwh.serveftp.com/4ppgzoduef2ekj0nmhe5l4ipft6tly87al1nws
1hUMPbU	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/euhkwtpz0yivcm2vsjpx44b2h3bnugybyhl1dudqzgiiadevve
1hUMO7Y	2014-01-25 10:35:07	0	http://zzdnkjzwh.serveftp.com/sjc1kdkcfkalcakfnvtzcabnqdc8ud
1hUMMNo	2014-01-25 10:35:11	1	http://zzdnkjzwh.serveftp.com/zl5davl5chptaqniizq81x8bqagsoav
1hUMOok	2014-01-25 10:35:08	0	http://zzdnkjzwh.serveftp.com/0zjoeljcbdxjrauvncqxke0vlff6dn
1hUMOos	2014-01-25 10:35:08	0	http://zzdnkjzwh.serveftp.com/yya5gghie3c3k3ghawyizm93mrcetqqf
1hUMN3H	2014-01-25 10:35:09	0	http://zzdnkjzwh.serveftp.com/skmzcxv4zrckzwq7kavdefdosyhbf
1hUMOEV	2014-01-25 10:35:10	1	http://zzdnkjzwh.serveftp.com/dlvg0z5nzuynzryf0uav3vnvhhzv5upb99jlp45loraow91e8
1hUMN3S	2014-01-25 10:35:10	0	http://zzdnkjzwh.serveftp.com/xzgwmoucv6yatfzac6zbiczig41k0wrkrr4q9lx3kx3kfvrbh
1hUMKFl	2014-01-25 10:35:03	0	http://zzdnkjzwh.serveftp.com/9nyzhvb6x8t0l3yzksudujtt5anlkzecz
1hUMO7M	2014-01-25 10:35:05	13	http://zzdnkjzwh.serveftp.com/p6kiesr2ix1jzyyq9kcm5nn1r4mtvig9waagiqjrmvm6do
1hUMO7Q	2014-01-25 10:35:07	2	http://zzdnkjzwh.serveftp.com/4szq6v9ykkidfobeznqecpwuqr7zphe
1hUMMwE	2014-01-25 10:35:04	1	http://zzdnkjzwh.serveftp.com/ppwf381fzmyxyg5datlykosgrywwgsxyfkjxr
1hUMMwI	2014-01-25 10:35:05	3	http://zzdnkjzwh.serveftp.com/wluusgne8dcpmmqvhzzbta00brpzfzpxj6xsf
1hUMKVH	2014-01-25 10:35:04	0	http://zzdnkjzwh.serveftp.com/v7k6xor2vw7blfxsjvtozp7frrsjroswlytezgepdg5ul
1hUMKVJ	2014-01-25 10:35:04	0	http://zzdnkjzwh.serveftp.com/rb3z34quycy9g7kzpqi0kgsdg2ygt6ixiyl9ymy
1hUMO7V	2014-01-25 10:35:06	3	http://zzdnkjzwh.serveftp.com/460nkl4uzbzznzafwhbjx3fo6ufe4vjh
1hUMKFh	2014-01-25 10:35:03	0	http://zzdnkjzwh.serveftp.com/pqxz3bl0u2pkerdfoqodk3rrhpcdzsnmbtxkbz5s
1aReIzP	2014-01-25 10:35:16	8	http://zzdnkjzwh.serveftp.com/osz7gshhpdm8hlckbmgfgabfesxdxwrbjl3gb
1aReJUr	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/omtt8hps6maohjgxz5ifgviecqcjwpyswxhx
1aReIzL	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/9qqygu0zmxb7fniazipptnom6akxrwxhn4bnm
1aReJUk	2014-01-25 10:35:14	0	http://zzdnkjzwh.serveftp.com/vqzhtncomodxpdp31ckpf0wfw2cf3m6iu6iut5t
1aReJUn	2014-01-25 10:35:14	2	http://zzdnkjzwh.serveftp.com/3zhybf6mkdad88i2nzcurl6eyzociqgulz6gkdddmvdukl
1aReIzF	2014-01-25 10:35:15	0	http://zzdnkjzwh.serveftp.com/6pmyfrowuanaljhz4ib7ait0uvznp7fpmht4ygheu
1aReJUi	2014-01-25 10:35:13	0	http://zzdnkjzwh.serveftp.com/yloe9eofzer2dvvoxlqpbszosflzk0ma4ey4xiclu
1aReIzA	2014-01-25 10:35:13	0	http://zzdnkjzwh.serveftp.com/eihsn6kwh4krhm5g9bizhpctuqgdggwfa5kmmit2t
1aReJUc	2014-01-25 10:35:12	0	http://zzdnkjzwh.serveftp.com/bzmjtupxjkxjzd8i2etttyppx4xunbml
1aReJUe	2014-01-25 10:35:12	2	http://zzdnkjzwh.serveftp.com/beuh6zvez3abypkg9npehd0r122xlyul5ynwfxsduzl8hfhqq
1aReJDS	2014-01-25 10:35:11	12	http://zzdnkjzwh.serveftp.com/99ot2zhpcjhnlrg8e61w14ql1ceoxfce3xthr2pm4rbk
1aReIjc	2014-01-25 10:35:11	0	http://zzdnkjzwh.serveftp.com/9vt2ok1zx17ha63yceitw3dutcjfqwlgvp4h
1aReIj8	2014-01-25 10:35:10	0	http://zzdnkjzwh.serveftp.com/mfpx3ei56ym0x5xqiz8kywqw3y7xv6
1aReJDM	2014-01-25 10:35:10	3	http://zzdnkjzwh.serveftp.com/u4ssmphnvfbiz7bgrypvl7aiujtz69jsj6skcxnpngl52vl
1aReI2K	2014-01-25 10:35:09	3	http://zzdnkjzwh.serveftp.com/h3vloqbtywmayikaazf77oovykcxhgibowarr4tdcci17rlk
1aReJDG	2014-01-25 10:35:12	1	http://zzdnkjzwh.serveftp.com/5c3ydyvdrb1vz0kw0e4uxx5ilajyp7aqibcf4ebtao26xkq
1aReI2E	2014-01-25 10:35:08	46	http://zzdnkjzwh.serveftp.com/afygydlfsj0uztauqyhyfdamsjiv5x4alk
1aReI2C	2014-01-25 10:35:08	0	http://zzdnkjzwh.serveftp.com/3woxkvahzwsia84mdbdwbtsw2xyjyfxjpclw7es7
1aReI2w	2014-01-25 10:35:07	3	http://zzdnkjzwh.serveftp.com/wikfyd9q4baqpwbhjzvquxrrhjjwviekj8i70fdgnxxb
1aReJn6	2014-01-25 10:35:07	1	http://zzdnkjzwh.serveftp.com/jwa8e2z2onx6lmyafgz8zi9vpmiq6azcfj5n4fbqnteeixl
1aReJ6F	2014-01-25 10:35:06	21	http://zzdnkjzwh.serveftp.com/mkulkqzkofpyvc6jd18hrzkgf1fvplpjh7tjomvu4278r
1aReHMi	2014-01-25 10:35:06	5	http://zzdnkjzwh.serveftp.com/pgkzypdvcl5pjo4hjszpozh0ih0fvxu8ln0cpxx8tdoyr
1aReGb8	2014-01-25 10:35:07	0	http://zzdnkjzwh.serveftp.com/dwi5wje3czcfywmvi9foznldegb7xy4j8gjjghk9vxyav
1aReHMa	2014-01-25 10:35:05	1	http://zzdnkjzwh.serveftp.com/vyocpsc6gwvdhyrz9esol6ftpidennelyuwt
1aReGb2	2014-01-25 10:35:04	1	http://zzdnkjzwh.serveftp.com/mlo8wedkz1pf3r6va4rgwhbykrvk7mxzbf2lh
1aReHM3	2014-01-25 10:35:04	10	http://zzdnkjzwh.serveftp.com/w1qeav3laz1ytbll1t0bddbdlig5ybhexea55c
1aReHvJ	2014-01-25 10:35:03	1	http://zzdnkjzwh.serveftp.com/7mpy80i1orhzws5fcnbqvwpgrdlcxydnofd
1aReGb0	2014-01-25 10:35:04	0	http://zzdnkjzwh.serveftp.com/z5dj0qfbjj8fehznzmoy0s8ysn1x17at3kuc7o813jcdcntf
1aReGaU	2014-01-25 10:35:02	6	http://zzdnkjzwh.serveftp.com/vid1zcazkzzgtnc5e8qts3o1xpcialdo1ofpsr0xf5wbq4
1aReHvv	2014-01-25 10:35:02	6	http://zzdnkjzwh.serveftp.com/xzlipp6jv7bkr64gtrr5lqtxtnmvl
